LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NLD,HOUSECOST,REAL,IDX2015,A,2009,122.9512,
NLD,HOUSECOST,REAL,IDX2015,A,2010,118.879315,
NLD,HOUSECOST,REAL,IDX2015,A,2011,114.1054135,
NLD,HOUSECOST,REAL,IDX2015,A,2012,105.0929088,
NLD,HOUSECOST,REAL,IDX2015,A,2013,96.77049704,
NLD,HOUSECOST,REAL,IDX2015,A,2014,96.71558813,
NLD,HOUSECOST,REAL,IDX2015,A,2015,100,
NLD,HOUSECOST,REAL,IDX2015,A,2016,104.452553,
NLD,HOUSECOST,REAL,IDX2015,A,2017,110.8203397,
NLD,HOUSECOST,REAL,IDX2015,A,2018,118.6940367,
NLD,HOUSECOST,REAL,IDX2015,A,2019,124.4048226,
NLD,HOUSECOST,RENT,IDX2015,A,1960,8.030243519,
NLD,HOUSECOST,RENT,IDX2015,A,1961,8.030243519,
NLD,HOUSECOST,RENT,IDX2015,A,1962,8.253306003,
NLD,HOUSECOST,RENT,IDX2015,A,1963,8.740521307,
NLD,HOUSECOST,RENT,IDX2015,A,1964,9.180775347,
NLD,HOUSECOST,RENT,IDX2015,A,1965,9.587688225,
NLD,HOUSECOST,RENT,IDX2015,A,1966,10.32942992,
NLD,HOUSECOST,RENT,IDX2015,A,1967,10.77050819,
NLD,HOUSECOST,RENT,IDX2015,A,1968,11.57100737,
NLD,HOUSECOST,RENT,IDX2015,A,1969,12.37684577,
NLD,HOUSECOST,RENT,IDX2015,A,1970,13.03683992,
NLD,HOUSECOST,RENT,IDX2015,A,1971,14.27284094,
NLD,HOUSECOST,RENT,IDX2015,A,1972,15.56455676,
NLD,HOUSECOST,RENT,IDX2015,A,1973,17.0316642,
NLD,HOUSECOST,RENT,IDX2015,A,1974,18.45337953,
NLD,HOUSECOST,RENT,IDX2015,A,1975,19.8049313,
NLD,HOUSECOST,RENT,IDX2015,A,1976,22.09845085,
NLD,HOUSECOST,RENT,IDX2015,A,1977,23.75106506,
NLD,HOUSECOST,RENT,IDX2015,A,1978,25.16080974,
NLD,HOUSECOST,RENT,IDX2015,A,1979,27.01956124,
NLD,HOUSECOST,RENT,IDX2015,A,1980,28.89646514,
NLD,HOUSECOST,RENT,IDX2015,A,1981,31.12993873,
NLD,HOUSECOST,RENT,IDX2015,A,1982,33.82396977,
NLD,HOUSECOST,RENT,IDX2015,A,1983,35.86425512,
NLD,HOUSECOST,RENT,IDX2015,A,1984,37.61760808,
NLD,HOUSECOST,RENT,IDX2015,A,1985,38.92298946,
NLD,HOUSECOST,RENT,IDX2015,A,1986,39.91320057,
NLD,HOUSECOST,RENT,IDX2015,A,1987,40.76966655,
NLD,HOUSECOST,RENT,IDX2015,A,1988,41.79158443,
NLD,HOUSECOST,RENT,IDX2015,A,1989,42.99842353,
NLD,HOUSECOST,RENT,IDX2015,A,1990,44.27662696,
NLD,HOUSECOST,RENT,IDX2015,A,1991,46.10673044,
NLD,HOUSECOST,RENT,IDX2015,A,1992,48.59359883,
NLD,HOUSECOST,RENT,IDX2015,A,1993,51.19485177,
NLD,HOUSECOST,RENT,IDX2015,A,1994,53.75920943,
NLD,HOUSECOST,RENT,IDX2015,A,1995,56.48591329,
NLD,HOUSECOST,RENT,IDX2015,A,1996,58.855,
NLD,HOUSECOST,RENT,IDX2015,A,1997,61.165,
NLD,HOUSECOST,RENT,IDX2015,A,1998,63.355,
NLD,HOUSECOST,RENT,IDX2015,A,1999,65.36,
NLD,HOUSECOST,RENT,IDX2015,A,2000,67.16,
NLD,HOUSECOST,RENT,IDX2015,A,2001,68.93,
NLD,HOUSECOST,RENT,IDX2015,A,2002,70.87,
NLD,HOUSECOST,RENT,IDX2015,A,2003,73.04,
NLD,HOUSECOST,RENT,IDX2015,A,2004,75.33,
NLD,HOUSECOST,RENT,IDX2015,A,2005,77.235,
NLD,HOUSECOST,RENT,IDX2015,A,2006,79.065,
NLD,HOUSECOST,RENT,IDX2015,A,2007,80.665,
NLD,HOUSECOST,RENT,IDX2015,A,2008,81.995,
NLD,HOUSECOST,RENT,IDX2015,A,2009,83.945,
NLD,HOUSECOST,RENT,IDX2015,A,2010,85.81,
NLD,HOUSECOST,RENT,IDX2015,A,2011,87.28,
NLD,HOUSECOST,RENT,IDX2015,A,2012,89.3,
NLD,HOUSECOST,RENT,IDX2015,A,2013,92.65,
NLD,HOUSECOST,RENT,IDX2015,A,2014,96.805,
NLD,HOUSECOST,RENT,IDX2015,A,2015,100,
NLD,HOUSECOST,RENT,IDX2015,A,2016,102.085,
NLD,HOUSECOST,RENT,IDX2015,A,2017,103.925,
NLD,HOUSECOST,RENT,IDX2015,A,2018,105.955,
NLD,HOUSECOST,RENT,IDX2015,A,2019,108.55,
NLD,HOUSECOST,RENT,IDX2015,A,2020,111.5075,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1970,1.890739481,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1971,2.102257345,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1972,2.391149928,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1973,3.010224203,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1974,4.204503758,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1975,4.596580853,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1976,4.924171727,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1977,5.246602829,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1978,5.357526999,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1979,5.643839696,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1980,6.186484534,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1981,7.62398094,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1982,10.00997498,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1983,11.00772248,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1984,12.42371894,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1985,14.18471454,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1986,15.6397109,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1987,18.31220422,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1988,20.70469824,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1989,22.000945,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1990,23.200442,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1991,22.65894335,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1992,22.81919295,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1993,23.7589406,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1994,27.0014325,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1995,29.49067627,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1996,32.4389189,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1997,34.40566399,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1998,33.78791553,
NZL,HOUSECOST,NOMINAL,IDX2015,A,1999,34.49891375,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2000,34.37641406,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2001,35.01841245,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2002,38.70015325,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2003,46.26363434,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2004,54.52311369,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2005,62.24309439,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2006,68.53582866,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2007,75.99306002,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2008,72.66106835,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2009,71.51032122,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2010,72.89881775,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2011,73.44556639,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2012,76.72705818,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2013,83.53379117,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2014,88.9587776,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2015,100,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2016,114.1782146,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2017,121.596196,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2018,125.9656851,
NZL,HOUSECOST,NOMINAL,IDX2015,A,2019,129.8999253,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,1986,49.60568623,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,1987,49.42996604,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,1988,52.02989736,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,1989,52.25218677,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,1990,53.39213957,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,1991,51.1898878,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,1992,53.29565668,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,1993,54.74456243,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,1994,60.94050105,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,1995,62.35189402,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,1996,65.10732874,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,1997,66.42828026,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,1998,63.39957604,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,1999,60.18955494,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2000,61.46652907,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2001,59.25903984,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2002,65.12999868,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2003,72.22349637,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2004,80.81757917,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2005,88.93482847,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2006,91.91616557,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2007,94.87331364,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2008,90.42471586,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2009,84.99900667,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2010,83.54037497,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2011,79.77178557,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2012,82.1829057,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2013,87.28484452,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2014,92.92435808,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2015,100,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2016,108.4753527,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2017,111.0267833,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2018,109.9856734,
NZL,HOUSECOST,PRICEINCOME,IDX2015,A,2019,110.6682142,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1970,31.13009668,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1971,32.15630427,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1972,33.4624341,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1973,37.80955855,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1974,46.26849595,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1975,43.26563417,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1976,41.9523312,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1977,40.32928982,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1978,37.70412854,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1979,36.75258894,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1980,36.03227231,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1981,37.89320413,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1982,40.0030733,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1983,38.6851617,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1984,40.68190901,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1985,39.60824366,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1986,37.5338896,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1987,37.17056374,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1988,37.7983564,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1989,39.04544312,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1990,38.38826443,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1991,36.55955344,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1992,36.899678,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1993,37.03861185,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1994,39.36800734,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1995,40.36894945,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1996,42.38231245,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1997,43.59330704,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1998,41.83428474,
NZL,HOUSECOST,PRICERENT,IDX2015,A,1999,43.21849095,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2000,42.94147804,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2001,48.31140863,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2002,52.39722289,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2003,60.72636507,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2004,69.38054753,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2005,77.29649266,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2006,83.24655007,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2007,89.71405742,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2008,83.26089484,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2009,80.7164396,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2010,81.10693449,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2011,80.22325077,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2012,81.88889316,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2013,87.31167303,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2014,91.04577459,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2015,100,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2016,111.7209863,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2017,116.3993727,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2018,117.8393412,
NZL,HOUSECOST,PRICERENT,IDX2015,A,2019,118.2864953,
NZL,HOUSECOST,REAL,IDX2015,A,1970,25.49237567,
NZL,HOUSECOST,REAL,IDX2015,A,1971,24.80302981,
NZL,HOUSECOST,REAL,IDX2015,A,1972,26.74503909,
NZL,HOUSECOST,REAL,IDX2015,A,1973,31.73256217,
NZL,HOUSECOST,REAL,IDX2015,A,1974,40.61982315,
NZL,HOUSECOST,REAL,IDX2015,A,1975,38.63711001,
NZL,HOUSECOST,REAL,IDX2015,A,1976,34.72080158,
NZL,HOUSECOST,REAL,IDX2015,A,1977,31.95883282,
NZL,HOUSECOST,REAL,IDX2015,A,1978,29.45025822,
NZL,HOUSECOST,REAL,IDX2015,A,1979,26.48978123,
NZL,HOUSECOST,REAL,IDX2015,A,1980,24.49490222,
NZL,HOUSECOST,REAL,IDX2015,A,1981,26.13066469,
NZL,HOUSECOST,REAL,IDX2015,A,1982,29.67073988,
NZL,HOUSECOST,REAL,IDX2015,A,1983,30.90209357,
NZL,HOUSECOST,REAL,IDX2015,A,1984,31.96211477,
NZL,HOUSECOST,REAL,IDX2015,A,1985,31.27487701,
NZL,HOUSECOST,REAL,IDX2015,A,1986,30.78871608,
NZL,HOUSECOST,REAL,IDX2015,A,1987,32.51686407,
NZL,HOUSECOST,REAL,IDX2015,A,1988,34.6177644,
NZL,HOUSECOST,REAL,IDX2015,A,1989,34.96213578,
NZL,HOUSECOST,REAL,IDX2015,A,1990,34.92653852,
NZL,HOUSECOST,REAL,IDX2015,A,1991,33.29767637,
NZL,HOUSECOST,REAL,IDX2015,A,1992,33.01453478,
NZL,HOUSECOST,REAL,IDX2015,A,1993,34.17970586,
NZL,HOUSECOST,REAL,IDX2015,A,1994,38.50011871,
NZL,HOUSECOST,REAL,IDX2015,A,1995,41.18252376,
NZL,HOUSECOST,REAL,IDX2015,A,1996,44.45242828,
NZL,HOUSECOST,REAL,IDX2015,A,1997,46.52693933,
NZL,HOUSECOST,REAL,IDX2015,A,1998,45.0403309,
NZL,HOUSECOST,REAL,IDX2015,A,1999,45.60178277,
NZL,HOUSECOST,REAL,IDX2015,A,2000,44.52524656,
NZL,HOUSECOST,REAL,IDX2015,A,2001,44.39684305,
NZL,HOUSECOST,REAL,IDX2015,A,2002,48.10269707,
NZL,HOUSECOST,REAL,IDX2015,A,2003,57.22054797,
NZL,HOUSECOST,REAL,IDX2015,A,2004,66.56347661,
NZL,HOUSECOST,REAL,IDX2015,A,2005,74.54859909,
NZL,HOUSECOST,REAL,IDX2015,A,2006,79.74268013,
NZL,HOUSECOST,REAL,IDX2015,A,2007,87.02015708,
NZL,HOUSECOST,REAL,IDX2015,A,2008,80.21222598,
NZL,HOUSECOST,REAL,IDX2015,A,2009,76.87965959,
NZL,HOUSECOST,REAL,IDX2015,A,2010,77.40880761,
NZL,HOUSECOST,REAL,IDX2015,A,2011,75.76490244,
NZL,HOUSECOST,REAL,IDX2015,A,2012,78.5355969,
NZL,HOUSECOST,REAL,IDX2015,A,2013,84.96026645,
NZL,HOUSECOST,REAL,IDX2015,A,2014,89.68315633,
NZL,HOUSECOST,REAL,IDX2015,A,2015,100,
NZL,HOUSECOST,REAL,IDX2015,A,2016,113.4061735,
NZL,HOUSECOST,REAL,IDX2015,A,2017,118.8911832,
NZL,HOUSECOST,REAL,IDX2015,A,2018,121.5085546,
NZL,HOUSECOST,REAL,IDX2015,A,2019,123.3558788,
NZL,HOUSECOST,RENT,IDX2015,A,1956,2.997006777,
NZL,HOUSECOST,RENT,IDX2015,A,1957,3.176787063,
NZL,HOUSECOST,RENT,IDX2015,A,1958,3.350843818,
NZL,HOUSECOST,RENT,IDX2015,A,1959,3.51227605,
NZL,HOUSECOST,RENT,IDX2015,A,1960,3.653138387,
NZL,HOUSECOST,RENT,IDX2015,A,1961,3.820359691,
NZL,HOUSECOST,RENT,IDX2015,A,1962,4.080367777,
NZL,HOUSECOST,RENT,IDX2015,A,1963,4.255553385,
NZL,HOUSECOST,RENT,IDX2015,A,1964,4.411316576,
NZL,HOUSECOST,RENT,IDX2015,A,1965,4.58077465,
NZL,HOUSECOST,RENT,IDX2015,A,1966,4.825792714,
NZL,HOUSECOST,RENT,IDX2015,A,1967,5.117692067,
NZL,HOUSECOST,RENT,IDX2015,A,1968,5.392483827,
NZL,HOUSECOST,RENT,IDX2015,A,1969,5.700750078,
NZL,HOUSECOST,RENT,IDX2015,A,1970,6.075704837,
NZL,HOUSECOST,RENT,IDX2015,A,1971,6.535929905,
NZL,HOUSECOST,RENT,IDX2015,A,1972,7.14587336,
NZL,HOUSECOST,RENT,IDX2015,A,1973,7.946570612,
NZL,HOUSECOST,RENT,IDX2015,A,1974,9.084104453,
NZL,HOUSECOST,RENT,IDX2015,A,1975,10.63399057,
NZL,HOUSECOST,RENT,IDX2015,A,1976,11.74077261,
NZL,HOUSECOST,RENT,IDX2015,A,1977,13.02186829,
NZL,HOUSECOST,RENT,IDX2015,A,1978,14.21445302,
NZL,HOUSECOST,RENT,IDX2015,A,1979,15.36287471,
NZL,HOUSECOST,RENT,IDX2015,A,1980,17.17227671,
NZL,HOUSECOST,RENT,IDX2015,A,1981,20.08752882,
NZL,HOUSECOST,RENT,IDX2015,A,1982,25.06111235,
NZL,HOUSECOST,RENT,IDX2015,A,1983,28.45485821,
NZL,HOUSECOST,RENT,IDX2015,A,1984,30.54080218,
NZL,HOUSECOST,RENT,IDX2015,A,1985,35.84746717,
NZL,HOUSECOST,RENT,IDX2015,A,1986,41.70723938,
NZL,HOUSECOST,RENT,IDX2015,A,1987,49.25320726,
NZL,HOUSECOST,RENT,IDX2015,A,1988,54.78903954,
NZL,HOUSECOST,RENT,IDX2015,A,1989,56.3597543,
NZL,HOUSECOST,RENT,IDX2015,A,1990,60.46372546,
NZL,HOUSECOST,RENT,IDX2015,A,1991,61.98982254,
NZL,HOUSECOST,RENT,IDX2015,A,1992,61.85209573,
NZL,HOUSECOST,RENT,IDX2015,A,1993,64.15499293,
NZL,HOUSECOST,RENT,IDX2015,A,1994,68.58355584,
NZL,HOUSECOST,RENT,IDX2015,A,1995,73.05144242,
NZL,HOUSECOST,RENT,IDX2015,A,1996,76.54878977,
NZL,HOUSECOST,RENT,IDX2015,A,1997,78.94311073,
NZL,HOUSECOST,RENT,IDX2015,A,1998,80.78412143,
NZL,HOUSECOST,RENT,IDX2015,A,1999,79.83926118,
NZL,HOUSECOST,RENT,IDX2015,A,2000,80.06994802,
NZL,HOUSECOST,RENT,IDX2015,A,2001,72.50104381,
NZL,HOUSECOST,RENT,IDX2015,A,2002,73.85851412,
NZL,HOUSECOST,RENT,IDX2015,A,2003,76.16209214,
NZL,HOUSECOST,RENT,IDX2015,A,2004,78.58907518,
NZL,HOUSECOST,RENT,IDX2015,A,2005,80.52243812,
NZL,HOUSECOST,RENT,IDX2015,A,2006,82.33239352,
NZL,HOUSECOST,RENT,IDX2015,A,2007,84.71824156,
NZL,HOUSECOST,RENT,IDX2015,A,2008,87.30976964,
NZL,HOUSECOST,RENT,IDX2015,A,2009,88.60552994,
NZL,HOUSECOST,RENT,IDX2015,A,2010,89.90129773,
NZL,HOUSECOST,RENT,IDX2015,A,2011,91.5672781,
NZL,HOUSECOST,RENT,IDX2015,A,2012,93.70631608,
NZL,HOUSECOST,RENT,IDX2015,A,2013,95.68081153,
NZL,HOUSECOST,RENT,IDX2015,A,2014,97.71701199,
NZL,HOUSECOST,RENT,IDX2015,A,2015,100,
NZL,HOUSECOST,RENT,IDX2015,A,2016,102.200748,
NZL,HOUSECOST,RENT,IDX2015,A,2017,104.4822735,
NZL,HOUSECOST,RENT,IDX2015,A,2018,106.9147991,
NZL,HOUSECOST,RENT,IDX2015,A,2019,109.8311247,
NZL,HOUSECOST,RENT,IDX2015,A,2020,113.4504755,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1970,4.250488102,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1971,4.396341011,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1972,4.627514987,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1973,5.046625912,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1974,5.827774885,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1975,6.511496422,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1976,7.107590915,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1977,7.835125974,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1978,8.196011034,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1979,8.524035954,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1980,9.402612363,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1981,10.34690906,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1982,11.30561809,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1983,12.08215511,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1984,13.78511752,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1985,16.6364554,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1986,21.81509837,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1987,23.43043374,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1988,24.3136221,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1989,22.75017116,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1990,21.10082267,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1991,19.79794689,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1992,18.8,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1993,18.975,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1994,21.475,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1995,23.05,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1996,25.125,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1997,28.125,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1998,31.25,
NOR,HOUSECOST,NOMINAL,IDX2015,A,1999,34.725,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2000,40.25,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2001,43.025,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2002,45.175,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2003,45.925,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2004,50.6,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2005,54.775,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2006,62.275,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2007,70.1,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2008,69.35,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2009,70.675,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2010,76.475,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2011,82.6,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2012,88.2,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2013,91.75,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2014,94.25,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2015,100,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2016,107.025,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2017,112.35,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2018,113.975,
NOR,HOUSECOST,NOMINAL,IDX2015,A,2019,116.8,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1978,72.80926823,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1979,72.41312591,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1980,70.84288449,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1981,67.38852261,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1982,66.31314068,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1983,64.7396952,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1984,67.35775505,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1985,75.59301146,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1986,91.24484514,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1987,91.58673049,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1988,89.77198034,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1989,78.96447201,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1990,68.89608936,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1991,60.70867821,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1992,54.40560941,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1993,51.79009346,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1994,56.97826275,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1995,58.44412231,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1996,60.85280375,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1997,64.3154064,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1998,66.30078129,
NOR,HOUSECOST,PRICEINCOME,IDX2015,A,1999,70.67088885,
